age,revenu_mensuel,anciennete_emploi,type_contrat,montant_demande,duree_pret_mois,nb_credits_actuels,historique_credit,apport_personnel,situation_familiale,nb_personnes_charge,credit_accorde
39,211000,10.0,Fonctionnaire,5270000,84,0,Bon,530000.0,Célibataire,1,1
34,942000,12.0,CDI,33710000,120,0,Moyen,12620000.0,Marié,2,1
33,343000,21.0,CDI,12260000,120,0,,80000.0,Marié,4,1
25,399000,20.0,CDI,15130000,12,2,Bon,4280000.0,Marié,3,0
62,491000,8.0,CDI,19330000,24,0,Bon,4180000.0,Célibataire,3,0
26,462000,19.0,CDD,3120000,120,1,Moyen,760000.0,Marié,4,1
48,531000,29.0,Indépendant,3180000,12,3,Mauvais,1080000.0,Célibataire,2,1
43,355000,10.0,CDI,7240000,12,1,Mauvais,1470000.0,Célibataire,0,0
43,652000,4.0,CDI,22480000,36,1,Bon,2250000.0,Célibataire,1,0
53,589000,15.0,CDD,20990000,84,1,Bon,8370000.0,Marié,1,1
59,643000,16.0,CDI,23840000,84,0,Mauvais,7740000.0,Marié,3,1
34,481000,,CDI,14990000,36,0,Mauvais,5530000.0,Marié,1,1
53,401000,22.0,CDD,7770000,48,0,Mauvais,2080000.0,Marié,2,1
60,515000,1.0,Indépendant,14550000,36,2,Moyen,2690000.0,Marié,1,0
64,289000,13.0,CDI,9440000,24,0,Mauvais,2170000.0,Marié,2,0
57,407000,8.0,CDD,7680000,24,1,Bon,2690000.0,Marié,1,1
59,242000,24.0,Indépendant,7910000,12,1,Bon,2810000.0,Marié,1,0
36,413000,21.0,CDI,8370000,120,1,Moyen,3070000.0,Célibataire,1,1
54,438000,7.0,CDI,7940000,60,0,Moyen,1860000.0,Marié,1,1
26,445000,18.0,Indépendant,13060000,24,3,Moyen,4220000.0,Célibataire,2,0
25,221000,23.0,CDD,1160000,36,4,Bon,320000.0,Divorcé,1,1
49,130000,,Fonctionnaire,860000,120,0,Bon,,Célibataire,0,1
45,223000,13.0,Indépendant,7370000,60,2,Bon,2700000.0,Marié,1,0
46,634000,10.0,CDI,15830000,60,1,Bon,2080000.0,Marié,3,1
64,339000,2.0,Indépendant,2120000,12,2,Bon,130000.0,Célibataire,0,0
57,214000,11.0,CDD,2100000,60,0,Moyen,810000.0,Divorcé,1,1
29,354000,18.0,CDD,8390000,120,4,Moyen,490000.0,Marié,2,1
28,335000,5.0,CDD,9640000,60,2,Bon,2440000.0,Divorcé,1,1
58,595000,17.0,Indépendant,9770000,84,0,Moyen,2370000.0,Marié,0,1
42,263000,18.0,Indépendant,3510000,120,2,Bon,1140000.0,Célibataire,0,1
60,801000,11.0,CDI,26000000,12,1,Mauvais,4780000.0,Célibataire,5,0
55,172000,27.0,Fonctionnaire,4600000,84,2,Bon,430000.0,Célibataire,3,1
32,403000,8.0,CDI,11990000,24,1,Bon,3090000.0,Divorcé,0,0
57,477000,16.0,CDI,5500000,24,3,Bon,380000.0,Marié,0,1
44,334000,22.0,CDI,12540000,84,0,Bon,3430000.0,Marié,2,1
41,197000,14.0,Indépendant,2310000,12,0,Mauvais,120000.0,Célibataire,2,0
64,415000,3.0,CDD,4500000,12,2,Mauvais,1520000.0,Divorcé,4,0
27,237000,24.0,Indépendant,9300000,48,1,Mauvais,0.0,Célibataire,1,0
60,274000,3.0,Fonctionnaire,5720000,12,3,Bon,1060000.0,Marié,1,0
28,634000,8.0,Indépendant,15340000,12,4,Bon,2080000.0,Marié,3,0
22,336000,1.0,Indépendant,7660000,60,3,Mauvais,1530000.0,Marié,2,0
40,634000,27.0,CDI,17110000,60,2,Moyen,6440000.0,Célibataire,3,1
42,534000,3.0,Indépendant,12440000,12,1,Bon,4540000.0,Célibataire,3,0
51,228000,17.0,Indépendant,8900000,84,0,Bon,2920000.0,Marié,2,1
44,212000,29.0,CDI,4910000,120,1,Moyen,110000.0,Célibataire,1,1
23,571000,18.0,CDD,17380000,48,0,Bon,3120000.0,Marié,0,1
31,642000,3.0,Indépendant,18770000,120,1,,3000000.0,Marié,1,1
63,445000,23.0,CDI,13110000,36,1,Bon,340000.0,Célibataire,0,1
57,1080000,7.0,CDI,11550000,48,1,Bon,1560000.0,Marié,2,1
37,302000,23.0,CDD,11820000,24,1,Bon,4170000.0,Marié,3,0
48,310000,11.0,Indépendant,5550000,12,3,Mauvais,70000.0,Divorcé,2,0
63,513000,13.0,Fonctionnaire,18230000,60,3,Bon,6810000.0,Célibataire,1,1
49,204000,10.0,CDD,6080000,60,0,Bon,1840000.0,Divorcé,3,0
48,239000,15.0,CDI,5110000,48,1,Moyen,2010000.0,Marié,0,1
32,987000,1.0,Indépendant,24960000,24,1,Bon,9140000.0,Célibataire,0,1
37,281000,4.0,CDI,9440000,48,2,Bon,1680000.0,Marié,1,0
30,563000,8.0,CDD,16790000,120,2,Bon,2040000.0,Marié,1,1
44,216000,12.0,Fonctionnaire,2940000,36,0,Bon,640000.0,Marié,1,1
27,645000,5.0,CDD,17750000,36,2,Bon,,Célibataire,0,1
39,319000,15.0,Indépendant,4820000,60,0,Bon,1480000.0,Célibataire,4,1
58,642000,13.0,Indépendant,16040000,84,1,Bon,2740000.0,Divorcé,4,1
62,202000,21.0,Indépendant,7830000,24,1,Moyen,1160000.0,Célibataire,1,0
21,204000,11.0,Indépendant,4870000,48,0,Bon,1690000.0,Divorcé,4,0
42,185000,6.0,CDI,5950000,24,1,Moyen,70000.0,Divorcé,2,0
37,297000,29.0,CDI,10830000,60,2,Bon,800000.0,Célibataire,3,1
57,390000,,CDI,5350000,60,0,Bon,330000.0,Célibataire,1,1
57,412000,5.0,Indépendant,5920000,12,0,Bon,210000.0,Marié,2,0
46,257000,20.0,CDD,10240000,60,1,Moyen,2470000.0,Célibataire,1,0
56,314000,1.0,CDD,5810000,24,2,Bon,1250000.0,Marié,2,0
59,186000,29.0,Indépendant,6650000,48,2,Moyen,1130000.0,Marié,1,0
36,80000,17.0,Indépendant,2200000,48,1,Mauvais,840000.0,Divorcé,4,0
28,590000,27.0,CDI,20580000,48,1,Moyen,4800000.0,Célibataire,3,1
31,323000,20.0,CDI,7310000,120,1,Bon,850000.0,Marié,2,1
54,904000,10.0,Indépendant,26650000,84,1,Bon,5250000.0,Célibataire,1,1
42,571000,2.0,CDD,19190000,120,2,Bon,5500000.0,Célibataire,0,1
38,307000,2.0,CDI,9160000,120,1,Bon,710000.0,Célibataire,1,1
35,285000,19.0,Indépendant,9730000,36,1,Bon,2570000.0,Célibataire,2,0
38,562000,9.0,CDI,18110000,60,1,Moyen,3850000.0,Célibataire,1,1
53,175000,9.0,CDD,4160000,36,2,Mauvais,180000.0,Célibataire,3,0
23,145000,15.0,CDI,1000000,84,3,Bon,350000.0,Marié,1,1
35,296000,27.0,CDD,9760000,36,0,Mauvais,800000.0,Marié,3,0
37,200000,26.0,Indépendant,5000000,60,1,Mauvais,720000.0,Marié,0,0
57,622000,14.0,CDI,20530000,48,2,Bon,,Marié,1,1
35,193000,29.0,CDD,2230000,24,1,Bon,110000.0,Divorcé,3,1
38,335000,,Indépendant,10700000,12,0,Moyen,3290000.0,Marié,1,0
48,275000,21.0,Indépendant,4270000,36,1,Moyen,290000.0,Marié,1,0
56,283000,20.0,CDI,2320000,60,3,Bon,870000.0,Marié,0,1
40,269000,6.0,CDI,9020000,24,2,Bon,1170000.0,Marié,4,0
62,132000,7.0,Indépendant,4680000,12,0,Bon,290000.0,Célibataire,1,0
39,554000,20.0,CDD,6030000,48,4,Moyen,1390000.0,Marié,1,1
64,296000,9.0,CDD,8730000,24,0,Moyen,2580000.0,Marié,2,0
29,80000,17.0,Fonctionnaire,1230000,48,1,Bon,360000.0,Célibataire,1,1
27,292000,23.0,Indépendant,3600000,36,2,Bon,1220000.0,Divorcé,2,1
48,391000,9.0,CDI,5580000,120,0,Bon,510000.0,Marié,2,1
32,80000,21.0,CDD,740000,12,2,Bon,60000.0,Célibataire,1,0
38,233000,6.0,CDI,5870000,48,2,Moyen,410000.0,Marié,6,0
62,161000,12.0,CDI,2040000,48,0,Bon,150000.0,Divorcé,0,1
45,648000,24.0,CDD,13600000,24,0,Bon,2340000.0,Célibataire,1,1
36,521000,,CDD,4330000,12,1,Mauvais,520000.0,Célibataire,2,0
51,132000,25.0,CDI,4120000,12,2,Bon,1600000.0,Célibataire,1,0
59,149000,29.0,CDI,4250000,48,0,Bon,730000.0,Marié,2,1
45,501000,10.0,Fonctionnaire,3060000,48,2,Bon,950000.0,Célibataire,4,1
28,150000,20.0,Indépendant,1870000,60,0,Moyen,,Célibataire,1,1
55,455000,22.0,Fonctionnaire,12870000,84,0,Moyen,5010000.0,Marié,1,1
41,233000,11.0,CDD,4280000,60,0,Mauvais,1140000.0,Marié,0,1
33,127000,27.0,Indépendant,4650000,12,0,Bon,1740000.0,Marié,1,0
41,677000,12.0,CDI,8330000,84,1,Moyen,860000.0,Marié,0,1
42,249000,11.0,Fonctionnaire,4000000,120,1,Bon,860000.0,Marié,1,1
60,194000,11.0,Indépendant,7330000,48,1,Moyen,1520000.0,Marié,1,0
26,201000,27.0,Indépendant,2790000,84,0,Mauvais,60000.0,Marié,5,1
41,183000,22.0,CDD,7230000,12,1,Mauvais,2400000.0,Célibataire,1,0
26,194000,28.0,Indépendant,5270000,24,3,Moyen,1010000.0,Marié,5,0
61,165000,29.0,CDD,5030000,36,1,Bon,1410000.0,Marié,2,0
63,452000,17.0,CDD,5110000,12,1,Moyen,1070000.0,Marié,0,0
46,228000,4.0,Fonctionnaire,5630000,120,1,Moyen,1050000.0,Divorcé,3,1
25,128000,,Indépendant,2230000,84,2,Bon,840000.0,Marié,2,1
59,1197000,22.0,CDD,37210000,48,0,Bon,9900000.0,Marié,0,1
53,701000,13.0,CDD,21350000,36,1,Moyen,,Célibataire,1,0
60,160000,25.0,Indépendant,2550000,120,0,Bon,210000.0,Marié,1,1
40,321000,18.0,Indépendant,6110000,60,2,Bon,380000.0,Marié,2,1
55,196000,20.0,CDI,5870000,120,1,Bon,370000.0,Célibataire,3,1
49,320000,29.0,CDI,6370000,12,2,Bon,730000.0,Marié,2,0
24,551000,22.0,CDI,15520000,48,2,Bon,2320000.0,Célibataire,0,1
59,286000,18.0,CDI,11140000,84,0,Moyen,100000.0,Marié,1,1
26,80000,2.0,CDD,1970000,24,1,Moyen,590000.0,Divorcé,0,0
63,628000,25.0,Indépendant,10620000,84,2,Bon,510000.0,Marié,4,1
22,171000,26.0,CDI,4100000,84,1,Bon,420000.0,Célibataire,1,1
32,131000,2.0,CDI,3720000,60,1,Moyen,1210000.0,Célibataire,2,0
33,252000,20.0,CDD,4300000,24,5,Moyen,120000.0,Marié,1,0
43,236000,3.0,CDI,4010000,120,2,Moyen,700000.0,Marié,2,1
45,826000,19.0,Fonctionnaire,9530000,36,0,Moyen,2650000.0,Célibataire,0,1
57,387000,11.0,CDD,7600000,12,2,Bon,1190000.0,Divorcé,2,0
25,438000,16.0,CDD,13630000,24,4,Moyen,630000.0,Célibataire,0,0
47,80000,24.0,Indépendant,450000,48,0,Bon,90000.0,Célibataire,1,1
62,787000,22.0,CDI,29220000,48,0,Bon,2440000.0,Marié,1,1
26,120000,25.0,Fonctionnaire,2750000,60,1,Bon,320000.0,Marié,2,1
44,439000,0.0,Indépendant,3390000,12,1,Moyen,1050000.0,Marié,1,0
47,265000,20.0,CDD,5250000,12,0,Mauvais,2060000.0,Divorcé,1,0
51,663000,11.0,CDI,24800000,120,4,Bon,4040000.0,Marié,1,1
42,320000,17.0,Fonctionnaire,3260000,84,1,Mauvais,550000.0,Célibataire,0,1
60,355000,4.0,Fonctionnaire,11670000,84,1,Moyen,2380000.0,Célibataire,3,0
39,491000,1.0,CDI,19020000,36,1,Bon,3740000.0,Marié,1,0
60,249000,7.0,CDI,9110000,84,0,Bon,950000.0,Célibataire,2,1
23,794000,18.0,Fonctionnaire,15740000,120,4,Mauvais,2660000.0,Célibataire,1,1
23,432000,28.0,Indépendant,17090000,24,1,Moyen,2660000.0,Marié,3,0
34,312000,16.0,CDD,2310000,60,0,Bon,900000.0,Marié,1,1
42,444000,19.0,CDD,9070000,48,0,Moyen,1060000.0,Marié,0,1
26,134000,25.0,CDI,5040000,60,0,Bon,1630000.0,Marié,1,1
43,119000,5.0,CDI,750000,48,3,Mauvais,100000.0,Célibataire,2,0
58,573000,21.0,CDD,5690000,60,1,Moyen,1530000.0,Marié,3,1
55,526000,6.0,CDD,20900000,48,1,Bon,7300000.0,Marié,0,1
30,411000,1.0,Indépendant,15550000,120,1,Bon,2780000.0,Divorcé,3,1
61,234000,13.0,Fonctionnaire,8450000,120,2,Mauvais,2880000.0,Marié,1,1
39,275000,22.0,Indépendant,6590000,60,1,Bon,1950000.0,Célibataire,4,1
40,390000,1.0,CDI,11150000,12,0,Mauvais,3720000.0,Marié,0,0
61,213000,11.0,CDI,6880000,24,0,Bon,1130000.0,Marié,3,0
21,240000,6.0,Indépendant,2320000,48,2,Bon,630000.0,Célibataire,2,1
50,398000,25.0,Indépendant,7440000,84,0,Bon,2390000.0,Divorcé,0,1
24,244000,3.0,CDD,8840000,120,1,Bon,990000.0,Marié,2,1
62,439000,24.0,CDI,15250000,24,0,Bon,2260000.0,Célibataire,0,0
53,166000,0.0,CDI,1070000,60,3,Bon,360000.0,Marié,1,1
60,427000,3.0,CDI,16390000,24,1,Bon,4420000.0,Célibataire,1,0
24,467000,28.0,CDI,5050000,12,1,Moyen,1770000.0,Marié,0,1
30,195000,21.0,Fonctionnaire,2120000,84,3,Mauvais,490000.0,Marié,1,0
45,448000,3.0,Indépendant,15880000,120,1,Bon,4310000.0,Divorcé,2,1
59,198000,1.0,CDD,4530000,120,2,Bon,910000.0,Marié,0,1
42,345000,14.0,Indépendant,2010000,36,1,Mauvais,680000.0,Marié,0,1
47,235000,3.0,Indépendant,4230000,48,0,Mauvais,1200000.0,Célibataire,2,0
50,338000,23.0,Indépendant,8400000,24,2,Mauvais,1950000.0,Célibataire,1,0
45,103000,14.0,CDI,3170000,60,0,Moyen,440000.0,Marié,1,0
31,302000,12.0,Indépendant,2150000,60,2,Bon,680000.0,Divorcé,2,1
30,579000,22.0,CDD,15620000,24,0,Bon,1390000.0,Marié,0,1
51,306000,17.0,CDI,12130000,48,1,Moyen,1110000.0,Marié,1,0
40,419000,18.0,CDI,5530000,24,0,Bon,,Marié,2,1
23,284000,5.0,CDI,9870000,120,0,Bon,2450000.0,Marié,3,1
40,629000,12.0,CDI,5680000,84,2,Mauvais,1250000.0,Marié,2,1
28,338000,8.0,CDI,2730000,84,0,Bon,1000000.0,Célibataire,3,1
60,257000,14.0,Fonctionnaire,3090000,120,2,Bon,1040000.0,Célibataire,1,1
55,896000,22.0,CDI,8760000,84,1,Bon,1700000.0,Célibataire,3,1
56,487000,18.0,CDD,7150000,84,1,Bon,1150000.0,Marié,1,1
28,425000,9.0,CDI,15830000,120,0,Mauvais,2590000.0,Célibataire,2,1
47,161000,19.0,Fonctionnaire,5870000,84,2,Moyen,2260000.0,Divorcé,2,1
52,176000,19.0,Indépendant,3610000,120,2,Bon,280000.0,Marié,1,1
26,149000,12.0,CDI,3100000,60,3,Bon,40000.0,Célibataire,1,1
53,537000,16.0,Indépendant,12680000,120,0,Bon,4130000.0,Célibataire,1,1
60,575000,11.0,Indépendant,16320000,60,0,Bon,4360000.0,Marié,4,1
24,772000,,CDD,12600000,36,2,Moyen,3840000.0,Marié,2,1
38,212000,18.0,CDI,4270000,24,1,Bon,980000.0,Célibataire,1,1
51,687000,21.0,CDD,7050000,120,1,Moyen,470000.0,Marié,3,1
61,244000,7.0,Indépendant,7250000,36,4,Moyen,1960000.0,Célibataire,0,0
42,190000,3.0,CDD,3130000,24,0,Bon,1120000.0,Marié,0,1
58,80000,22.0,Fonctionnaire,2020000,84,0,Moyen,30000.0,Célibataire,3,1
56,438000,0.0,Fonctionnaire,13400000,60,3,Moyen,4100000.0,Célibataire,1,0
28,145000,19.0,Indépendant,1710000,84,2,Bon,470000.0,Célibataire,2,1
21,344000,14.0,CDD,7080000,60,2,Mauvais,1710000.0,Marié,3,0
24,376000,1.0,CDI,11060000,24,4,Bon,2580000.0,Célibataire,0,0
53,258000,6.0,CDI,10040000,48,1,Bon,1540000.0,Célibataire,0,0
30,172000,7.0,CDI,4980000,60,1,Bon,660000.0,Marié,0,1
50,392000,,CDI,9440000,60,2,Bon,2850000.0,Divorcé,2,1
26,513000,,CDI,10940000,12,0,Bon,2250000.0,Marié,0,0
33,610000,1.0,CDD,20460000,12,3,Moyen,3430000.0,Marié,0,0
63,585000,28.0,Fonctionnaire,17470000,12,0,Bon,4930000.0,Célibataire,2,0
52,80000,4.0,CDI,2210000,36,1,Bon,130000.0,Célibataire,0,0
45,510000,17.0,Indépendant,9020000,120,0,Moyen,1580000.0,Marié,0,1
22,415000,5.0,Fonctionnaire,9540000,60,0,Moyen,2680000.0,Divorcé,2,1
61,271000,17.0,Indépendant,8060000,12,1,Moyen,910000.0,Marié,3,0
41,86000,28.0,CDI,2200000,120,1,Moyen,760000.0,Marié,2,1
41,1042000,8.0,CDI,27600000,84,1,Moyen,5710000.0,Marié,0,1
40,340000,29.0,CDD,1910000,24,0,Bon,510000.0,Célibataire,0,1
25,597000,9.0,CDD,5470000,84,0,Moyen,2110000.0,Divorcé,0,1
52,263000,6.0,Fonctionnaire,6110000,84,1,Bon,2050000.0,Célibataire,3,1
32,170000,14.0,CDI,2510000,60,1,Moyen,490000.0,Célibataire,1,1
58,232000,23.0,CDD,3220000,12,0,Moyen,970000.0,Marié,0,0
57,200000,2.0,CDI,3790000,60,1,Bon,940000.0,Célibataire,3,1
47,231000,9.0,Indépendant,4300000,48,2,Moyen,1540000.0,Marié,0,1
30,117000,6.0,CDD,4070000,12,1,Bon,1180000.0,Célibataire,5,0
47,256000,16.0,Indépendant,8930000,60,2,Mauvais,1680000.0,Célibataire,1,0
43,1024000,17.0,CDD,11460000,120,0,Bon,2240000.0,Célibataire,0,1
55,448000,20.0,CDI,6920000,48,1,Bon,350000.0,Célibataire,1,1
51,499000,25.0,Fonctionnaire,14480000,36,1,Moyen,1870000.0,Marié,0,1
60,537000,21.0,CDD,16050000,36,1,Moyen,3520000.0,Marié,0,0
44,241000,29.0,CDI,8530000,60,3,Bon,3000000.0,Célibataire,2,1
49,343000,9.0,CDI,9920000,84,2,Mauvais,2060000.0,Célibataire,0,0
55,108000,6.0,CDD,3230000,120,1,Bon,1000000.0,Divorcé,1,1
36,283000,17.0,Indépendant,8190000,60,0,Bon,2650000.0,Divorcé,3,1
43,421000,13.0,Indépendant,4370000,36,0,Mauvais,940000.0,Célibataire,0,1
33,183000,1.0,Fonctionnaire,6430000,84,2,Bon,200000.0,Marié,1,0
46,745000,1.0,Fonctionnaire,15600000,60,2,Bon,2610000.0,Célibataire,1,1
22,376000,28.0,CDD,12260000,48,0,Bon,2390000.0,Divorcé,0,1
28,1116000,19.0,CDI,7280000,36,2,Bon,20000.0,Célibataire,3,1
24,351000,0.0,CDI,13290000,60,1,Bon,220000.0,Célibataire,0,0
29,168000,25.0,CDD,5810000,24,0,Bon,2220000.0,Célibataire,1,0
23,376000,15.0,Indépendant,10140000,60,1,Bon,880000.0,Marié,0,1
51,973000,15.0,CDD,27550000,12,2,Bon,8070000.0,Marié,2,0
30,235000,8.0,CDI,2300000,48,2,Bon,770000.0,Marié,0,1
23,415000,15.0,Indépendant,5670000,24,2,Bon,50000.0,Marié,4,1
26,220000,10.0,Indépendant,5310000,12,1,Mauvais,1250000.0,Marié,0,0
60,367000,18.0,CDI,10190000,48,1,Mauvais,310000.0,Marié,0,0
43,475000,23.0,CDD,8180000,36,1,,970000.0,Marié,1,1
55,493000,23.0,CDD,7610000,120,0,Moyen,1560000.0,Marié,3,1
26,128000,20.0,Indépendant,2680000,24,1,Bon,780000.0,Marié,2,0
32,251000,,CDI,8830000,84,1,,740000.0,Marié,2,1
51,216000,19.0,Indépendant,3040000,36,1,Moyen,130000.0,Marié,1,1
56,246000,25.0,Fonctionnaire,2200000,120,0,Mauvais,410000.0,Célibataire,2,1
33,326000,13.0,Indépendant,11340000,48,1,Moyen,2280000.0,Marié,1,0
33,158000,8.0,CDI,3460000,120,0,Mauvais,100000.0,Célibataire,2,0
46,304000,26.0,CDI,4970000,48,1,Bon,450000.0,Marié,0,1
22,207000,7.0,CDD,5960000,60,0,Bon,1720000.0,Marié,3,1
42,280000,26.0,CDI,8960000,120,1,Bon,1220000.0,Marié,2,1
29,400000,21.0,CDD,10960000,48,1,Moyen,550000.0,Célibataire,1,0
48,388000,1.0,CDD,7100000,60,2,Mauvais,1050000.0,Marié,1,0
61,202000,1.0,CDD,7920000,12,2,Bon,2150000.0,Divorcé,0,0
30,689000,13.0,CDI,15470000,24,4,Bon,1840000.0,Célibataire,2,0
42,80000,11.0,CDI,2670000,24,0,Moyen,160000.0,Marié,3,0
38,328000,7.0,CDD,3100000,36,3,Moyen,390000.0,Marié,2,1
38,172000,10.0,CDD,1640000,48,1,Moyen,160000.0,Marié,0,1
48,109000,27.0,Indépendant,2690000,12,1,Mauvais,840000.0,Célibataire,3,0
49,265000,2.0,CDI,5080000,12,2,Moyen,170000.0,Célibataire,1,0
47,676000,27.0,CDD,14280000,120,2,Moyen,3280000.0,Célibataire,3,1
31,246000,19.0,Indépendant,1940000,120,0,Bon,520000.0,Marié,3,1
24,146000,18.0,Indépendant,3510000,120,1,Bon,610000.0,Marié,2,1
57,80000,13.0,Indépendant,430000,120,1,Moyen,80000.0,Célibataire,3,1
64,358000,24.0,CDI,7060000,12,0,Bon,390000.0,Célibataire,2,0
47,483000,24.0,CDD,15550000,24,1,Bon,560000.0,Célibataire,1,0
60,306000,3.0,CDI,4110000,84,0,Bon,450000.0,Célibataire,2,1
23,288000,14.0,CDI,1940000,60,1,,740000.0,Célibataire,0,1
47,554000,15.0,CDD,3930000,60,2,Moyen,820000.0,Célibataire,2,1
43,260000,17.0,Indépendant,5700000,48,0,Bon,960000.0,Célibataire,6,1
22,554000,19.0,Fonctionnaire,3180000,60,2,Moyen,960000.0,Marié,1,1
63,715000,10.0,CDI,25950000,12,0,Bon,2660000.0,Marié,2,0
23,243000,27.0,CDI,8740000,84,3,Bon,2700000.0,Marié,2,1
60,689000,8.0,CDI,18550000,24,1,Bon,5170000.0,Célibataire,3,0
50,403000,26.0,CDD,6610000,36,2,Bon,1370000.0,Célibataire,0,1
33,517000,26.0,CDI,12580000,120,1,Bon,4510000.0,Marié,1,1
28,700000,3.0,Fonctionnaire,16670000,48,0,Moyen,5710000.0,Célibataire,2,1
39,80000,28.0,CDI,2950000,48,1,Bon,700000.0,Marié,1,1
45,152000,10.0,Fonctionnaire,3320000,12,3,Bon,490000.0,Marié,2,0
28,381000,26.0,CDI,10080000,84,1,Bon,230000.0,Marié,0,1
56,342000,0.0,Indépendant,7190000,84,1,Moyen,120000.0,Marié,2,1
49,368000,15.0,Fonctionnaire,12630000,24,0,Moyen,270000.0,Célibataire,3,0
53,361000,2.0,Indépendant,7550000,36,3,Bon,770000.0,Marié,3,0
46,660000,7.0,Fonctionnaire,13770000,12,4,Bon,1160000.0,Célibataire,0,0
64,340000,26.0,Indépendant,2710000,48,2,Bon,520000.0,Marié,0,1
42,186000,0.0,CDI,6480000,24,2,Bon,2440000.0,Célibataire,0,0
25,237000,5.0,CDI,8860000,12,1,Moyen,820000.0,Célibataire,2,0
55,306000,14.0,CDI,10940000,48,4,Mauvais,4060000.0,Marié,1,0
21,162000,28.0,Indépendant,2180000,120,3,Moyen,190000.0,Marié,1,1
56,293000,,Indépendant,3460000,36,3,Mauvais,950000.0,Marié,2,0
47,366000,8.0,CDI,9320000,48,1,Moyen,1790000.0,Marié,2,0
41,387000,22.0,CDD,13670000,12,0,Moyen,1150000.0,Célibataire,2,0
31,144000,17.0,CDI,4820000,84,0,Mauvais,120000.0,Célibataire,1,0
22,386000,5.0,Indépendant,8650000,48,0,Mauvais,3460000.0,Célibataire,2,0
22,281000,9.0,CDI,8060000,24,1,Bon,920000.0,Célibataire,4,0
31,605000,17.0,CDD,10590000,36,1,,460000.0,Marié,3,1
29,213000,19.0,CDD,4310000,24,0,Mauvais,1430000.0,Marié,3,0
22,229000,14.0,CDD,3750000,24,3,Moyen,150000.0,Célibataire,1,0
56,633000,,Indépendant,7540000,12,0,Mauvais,260000.0,Marié,1,0
24,366000,27.0,CDD,13670000,48,1,Bon,1790000.0,Marié,1,1
35,317000,11.0,CDI,4010000,120,1,Moyen,170000.0,Divorcé,0,1
38,80000,2.0,Fonctionnaire,1870000,60,2,Bon,470000.0,Célibataire,1,1
47,600000,29.0,Indépendant,10130000,12,0,Bon,560000.0,Célibataire,1,0
50,310000,28.0,CDD,3570000,120,0,Bon,290000.0,Célibataire,0,1
63,399000,13.0,CDI,10800000,48,1,Bon,4260000.0,Marié,2,1
28,366000,26.0,CDD,3760000,48,1,Bon,650000.0,Marié,1,1
39,1035000,8.0,Fonctionnaire,27440000,48,2,Mauvais,5050000.0,Marié,2,1
40,554000,0.0,CDD,8180000,48,1,Bon,450000.0,Marié,2,1
64,144000,15.0,CDI,1780000,24,0,Bon,550000.0,Divorcé,1,1
51,628000,21.0,CDI,21110000,48,0,Bon,7860000.0,Marié,3,1
49,216000,19.0,Indépendant,8290000,24,2,Bon,1980000.0,Célibataire,0,0
38,630000,8.0,CDI,4660000,12,1,Mauvais,1060000.0,Divorcé,2,1
62,199000,17.0,Fonctionnaire,1690000,60,2,Bon,310000.0,Célibataire,3,1
41,514000,28.0,Indépendant,16360000,60,0,Moyen,5890000.0,Marié,1,1
53,155000,27.0,CDI,1210000,24,3,Moyen,260000.0,Marié,1,1
30,564000,25.0,CDD,5890000,48,0,Mauvais,1940000.0,Marié,3,1
33,182000,15.0,CDI,1160000,24,1,Bon,250000.0,Divorcé,3,1
34,143000,25.0,CDI,3720000,120,2,Moyen,1320000.0,Célibataire,1,1
37,382000,16.0,Indépendant,8450000,120,2,Bon,2570000.0,Célibataire,1,1
38,290000,7.0,CDI,11090000,48,2,Bon,2220000.0,Célibataire,1,0
53,837000,8.0,CDI,12880000,36,4,Mauvais,3630000.0,Célibataire,1,1
32,240000,5.0,CDI,9590000,120,0,Bon,3070000.0,Marié,2,1
54,179000,7.0,CDI,2480000,60,0,Mauvais,20000.0,Marié,0,1
29,341000,15.0,CDI,6250000,84,3,Bon,850000.0,Marié,2,1
51,344000,18.0,Indépendant,9060000,48,0,Mauvais,100000.0,Célibataire,3,0
52,387000,18.0,Fonctionnaire,5770000,12,3,Bon,720000.0,Célibataire,1,0
22,463000,11.0,CDI,4800000,12,2,Bon,450000.0,Marié,4,0
27,254000,11.0,CDD,2570000,120,1,,240000.0,Divorcé,1,1
63,139000,21.0,Indépendant,4140000,120,3,Mauvais,760000.0,Marié,2,0
22,210000,25.0,Fonctionnaire,1760000,48,1,Moyen,,Marié,4,1
49,706000,11.0,CDD,15160000,60,1,Bon,3300000.0,Divorcé,0,1
38,322000,3.0,CDD,8160000,24,1,Bon,3180000.0,Divorcé,0,0
45,185000,2.0,Fonctionnaire,7390000,36,2,Moyen,2470000.0,Marié,2,0
59,200000,24.0,CDD,2780000,12,1,Bon,920000.0,Marié,0,0
50,178000,28.0,CDI,2970000,36,0,Moyen,930000.0,Marié,2,1
46,286000,11.0,CDD,7280000,60,1,Mauvais,2390000.0,Marié,2,0
37,92000,23.0,Indépendant,1050000,24,0,Bon,120000.0,Divorcé,2,1
27,339000,22.0,CDI,2100000,120,2,Bon,430000.0,Célibataire,2,1
51,197000,28.0,CDI,7240000,12,4,Bon,1760000.0,Célibataire,0,0
31,507000,11.0,Indépendant,19810000,48,2,Moyen,1930000.0,Célibataire,1,0
53,337000,,Indépendant,3630000,48,2,Moyen,260000.0,Célibataire,1,1
