commune,superficie_m2,nb_pieces,age_batiment,etage,standing,meuble,parking,securite,loyer_fcfa
Cocody,62.0,3.0,20.0,10,Haut standing,1,1,0,600000
Marcory,72.0,4.0,31.0,0,Moyen,0,1,1,244000
Adjamé,38.0,1.0,39.0,3,Moyen,0,0,1,70000
Yopougon,20.0,2.0,31.0,0,Moyen,0,1,0,30000
Cocody,48.0,1.0,23.0,2,Moyen,0,1,1,265000
Port-Bouët,69.0,4.0,10.0,3,Économique,1,1,0,198000
Koumassi,68.0,2.0,36.0,0,Moyen,0,0,1,104000
Abobo,184.0,,,4,Moyen,0,1,1,236000
Cocody,52.0,2.0,17.0,5,Haut standing,0,1,0,316000
Koumassi,,6.0,10.0,0,Économique,0,1,1,387000
Abobo,99.0,4.0,26.0,9,Moyen,1,0,0,168000
Koumassi,198.0,7.0,37.0,10,Économique,0,0,0,279000
Koumassi,88.0,5.0,0.0,9,Économique,1,1,0,255000
Port-Bouët,28.0,2.0,28.0,11,Moyen,0,1,1,67000
Abobo,84.0,2.0,20.0,11,Économique,0,0,0,71000
Plateau,21.0,2.0,28.0,3,Moyen,0,0,0,118000
Adjamé,48.0,1.0,8.0,3,Moyen,1,1,1,117000
Abobo,85.0,4.0,6.0,0,Économique,0,1,1,120000
Koumassi,86.0,2.0,37.0,1,Moyen,0,0,1,168000
Plateau,144.0,6.0,30.0,10,Économique,0,0,0,642000
Marcory,114.0,5.0,26.0,9,Haut standing,0,1,0,463000
Bingerville,188.0,9.0,31.0,4,Économique,1,0,1,512000
Koumassi,144.0,7.0,4.0,1,Économique,0,0,0,297000
Riviera,135.0,6.0,32.0,2,Moyen,0,1,1,584000
Koumassi,225.0,10.0,14.0,8,Haut standing,0,0,0,834000
Abobo,140.0,6.0,4.0,4,Haut standing,0,0,1,240000
Adjamé,173.0,7.0,19.0,0,Économique,1,0,1,328000
Bingerville,35.0,1.0,37.0,4,Économique,0,1,1,73000
Abobo,78.0,4.0,36.0,2,Moyen,0,0,0,79000
Abobo,112.0,4.0,16.0,0,Moyen,1,0,1,185000
Plateau,95.0,3.0,3.0,2,Économique,0,0,0,402000
Yopougon,61.0,1.0,20.0,10,Économique,1,0,0,98000
Koumassi,136.0,4.0,33.0,5,Économique,1,1,0,216000
Marcory,152.0,6.0,39.0,9,Économique,0,1,0,436000
Marcory,88.0,3.0,4.0,4,Moyen,0,1,0,324000
Treichville,80.0,4.0,3.0,11,Économique,0,0,1,238000
Marcory,70.0,2.0,21.0,11,Économique,0,0,0,232000
Marcory,139.0,5.0,13.0,0,Économique,0,0,0,367000
Yopougon,79.0,3.0,3.0,10,Économique,1,0,1,175000
Riviera,94.0,3.0,7.0,1,Économique,1,0,0,471000
Yopougon,164.0,7.0,2.0,4,Moyen,0,0,0,342000
Plateau,106.0,4.0,28.0,8,Haut standing,1,1,0,828000
Cocody,94.0,5.0,25.0,10,Économique,0,1,0,411000
Adjamé,67.0,2.0,29.0,11,Moyen,0,1,0,116000
Yopougon,91.0,5.0,11.0,11,Moyen,0,0,0,176000
Port-Bouët,62.0,3.0,14.0,4,Économique,0,1,1,121000
Adjamé,103.0,3.0,1.0,4,Économique,1,0,1,254000
Port-Bouët,71.0,2.0,0.0,0,Économique,0,0,1,146000
Marcory,76.0,3.0,27.0,4,Moyen,0,0,0,196000
Adjamé,91.0,3.0,39.0,7,Moyen,0,0,0,114000
Marcory,200.0,8.0,34.0,8,Économique,0,0,0,508000
Riviera,35.0,2.0,33.0,9,Moyen,1,0,0,162000
Abobo,111.0,5.0,3.0,2,Moyen,1,0,1,227000
Treichville,48.0,2.0,17.0,3,Économique,0,1,0,103000
Marcory,79.0,2.0,11.0,6,Moyen,0,0,1,317000
Marcory,68.0,2.0,20.0,6,Économique,0,0,0,204000
Adjamé,66.0,3.0,9.0,0,Moyen,0,0,0,111000
Marcory,67.0,4.0,20.0,10,Économique,0,0,0,206000
Abobo,80.0,3.0,39.0,5,Moyen,0,1,0,99000
Marcory,62.0,1.0,24.0,11,Économique,1,0,1,228000
Adjamé,63.0,2.0,,8,Moyen,0,1,1,140000
Port-Bouët,68.0,3.0,5.0,4,Économique,0,1,0,156000
Koumassi,66.0,2.0,13.0,7,Moyen,0,1,0,143000
Koumassi,57.0,3.0,,10,Économique,0,0,0,89000
Plateau,123.0,5.0,39.0,9,Économique,0,0,0,472000
Cocody,75.0,4.0,39.0,10,Économique,0,1,0,339000
Adjamé,82.0,4.0,17.0,8,Économique,0,1,1,151000
Yopougon,79.0,3.0,29.0,9,Moyen,0,1,1,142000
Yopougon,65.0,3.0,8.0,9,Haut standing,0,1,0,146000
Cocody,56.0,1.0,13.0,2,Moyen,0,1,0,308000
Marcory,129.0,4.0,16.0,0,Haut standing,1,0,1,684000
Cocody,58.0,2.0,33.0,1,Économique,1,1,0,245000
Bingerville,60.0,2.0,21.0,4,Économique,1,1,0,198000
Marcory,148.0,5.0,31.0,9,Moyen,0,1,0,428000
Abobo,68.0,2.0,11.0,6,Haut standing,0,1,0,106000
Cocody,91.0,3.0,15.0,10,Moyen,0,1,0,621000
Adjamé,77.0,3.0,21.0,5,Économique,0,1,0,124000
Treichville,89.0,4.0,37.0,3,Économique,1,0,0,202000
Bingerville,182.0,6.0,38.0,8,Économique,0,0,1,376000
Bingerville,62.0,3.0,1.0,11,Économique,1,1,0,215000
Treichville,123.0,6.0,7.0,10,Moyen,1,1,0,440000
Riviera,129.0,4.0,0.0,3,Économique,1,1,1,780000
Riviera,124.0,5.0,39.0,2,Haut standing,1,0,1,562000
Port-Bouët,178.0,7.0,4.0,10,Haut standing,0,0,0,458000
Port-Bouët,,2.0,35.0,4,Haut standing,0,0,1,64000
Marcory,41.0,1.0,16.0,3,Haut standing,0,0,0,164000
Abobo,55.0,3.0,29.0,1,Économique,0,0,1,56000
Cocody,70.0,4.0,14.0,2,Haut standing,0,0,1,441000
Cocody,104.0,3.0,19.0,6,Économique,0,0,1,382000
Riviera,57.0,3.0,35.0,11,Haut standing,1,1,1,501000
Treichville,57.0,2.0,1.0,1,Économique,0,1,1,148000
Koumassi,96.0,5.0,3.0,0,Économique,1,0,0,267000
Port-Bouët,116.0,4.0,23.0,1,Économique,0,0,0,129000
Bingerville,90.0,4.0,1.0,11,Économique,1,1,1,446000
Riviera,119.0,5.0,1.0,7,Haut standing,0,1,1,998000
Marcory,37.0,2.0,0.0,7,Moyen,0,0,1,146000
Cocody,63.0,3.0,12.0,11,Moyen,0,0,1,341000
Yopougon,54.0,1.0,5.0,9,Moyen,1,0,0,124000
Cocody,68.0,4.0,21.0,1,Moyen,0,0,1,299000
Cocody,88.0,4.0,16.0,5,Économique,1,0,1,516000
Yopougon,32.0,1.0,21.0,10,Moyen,0,0,0,46000
Koumassi,68.0,4.0,5.0,11,Moyen,0,1,1,233000
Abobo,62.0,1.0,2.0,10,Moyen,0,0,0,105000
Treichville,39.0,2.0,5.0,10,Haut standing,1,1,1,185000
Adjamé,121.0,6.0,16.0,6,Moyen,0,0,1,288000
Marcory,90.0,5.0,34.0,0,Économique,1,1,0,325000
Cocody,69.0,3.0,36.0,6,Haut standing,0,1,0,273000
Koumassi,194.0,7.0,34.0,11,Haut standing,0,1,0,511000
Abobo,41.0,2.0,22.0,10,Haut standing,0,0,0,66000
Koumassi,199.0,9.0,7.0,7,Moyen,0,0,0,524000
Cocody,80.0,4.0,6.0,8,Économique,0,0,0,301000
Port-Bouët,,2.0,9.0,7,Économique,1,1,0,154000
Abobo,70.0,2.0,25.0,2,Économique,1,0,0,77000
Abobo,74.0,3.0,9.0,7,Moyen,0,1,1,104000
Abobo,,7.0,18.0,2,Économique,0,0,0,223000
Bingerville,104.0,3.0,22.0,5,Moyen,0,0,1,329000
Abobo,49.0,3.0,30.0,3,Haut standing,1,1,0,87000
Abobo,129.0,4.0,32.0,6,Haut standing,1,0,1,222000
Riviera,74.0,4.0,1.0,7,Économique,0,0,1,374000
Koumassi,20.0,1.0,27.0,9,Économique,0,1,0,31000
Yopougon,127.0,4.0,31.0,5,Moyen,1,1,0,208000
Adjamé,,6.0,32.0,9,Moyen,0,0,1,284000
Yopougon,76.0,2.0,8.0,3,Moyen,1,0,0,165000
Marcory,64.0,3.0,28.0,7,Haut standing,0,1,0,237000
Abobo,135.0,4.0,14.0,6,Économique,0,1,0,158000
Riviera,62.0,3.0,17.0,9,Économique,0,0,0,254000
Riviera,150.0,7.0,17.0,7,Moyen,0,1,1,885000
Treichville,63.0,3.0,6.0,9,Moyen,1,1,1,276000
Abobo,85.0,2.0,13.0,6,Économique,0,0,0,98000
Marcory,109.0,4.0,28.0,2,Moyen,0,0,0,296000
Riviera,98.0,3.0,,2,Haut standing,1,1,0,704000
Riviera,60.0,2.0,4.0,8,Économique,0,0,1,266000
Abobo,106.0,5.0,4.0,6,Haut standing,0,0,1,213000
Port-Bouët,126.0,6.0,14.0,11,Moyen,0,0,0,307000
Koumassi,51.0,2.0,25.0,0,Haut standing,0,0,1,129000
Abobo,111.0,3.0,23.0,2,Économique,0,0,1,81000
Cocody,83.0,2.0,18.0,10,Économique,0,1,0,367000
Yopougon,53.0,3.0,19.0,0,Économique,0,1,1,91000
Adjamé,104.0,3.0,8.0,5,Économique,0,0,0,180000
Adjamé,133.0,5.0,27.0,1,Économique,0,0,0,208000
Yopougon,66.0,3.0,15.0,6,Haut standing,0,1,0,162000
Riviera,107.0,3.0,10.0,7,Économique,0,1,0,410000
Plateau,74.0,4.0,33.0,5,Haut standing,0,1,1,397000
Yopougon,120.0,6.0,24.0,4,Moyen,0,1,1,188000
Adjamé,145.0,7.0,39.0,9,Économique,0,1,0,226000
Adjamé,101.0,5.0,20.0,3,Moyen,0,0,0,204000
Abobo,125.0,6.0,4.0,8,Haut standing,1,0,0,272000
Marcory,136.0,5.0,10.0,7,Moyen,0,0,0,402000
Plateau,66.0,2.0,8.0,4,Économique,0,0,1,354000
Abobo,73.0,3.0,10.0,0,Haut standing,1,1,0,147000
Abobo,108.0,5.0,36.0,7,Économique,1,1,0,135000
Plateau,161.0,7.0,0.0,7,Moyen,1,1,0,1606000
Adjamé,46.0,1.0,25.0,6,Moyen,0,0,0,85000
Yopougon,114.0,4.0,9.0,6,Économique,0,1,1,191000
Adjamé,154.0,5.0,39.0,7,Économique,0,0,0,162000
Port-Bouët,82.0,3.0,18.0,0,Haut standing,0,1,1,254000
Plateau,89.0,3.0,15.0,11,Haut standing,0,0,1,513000
Cocody,88.0,4.0,36.0,2,Moyen,1,0,0,393000
Koumassi,85.0,4.0,3.0,3,Économique,0,1,1,179000
Abobo,59.0,2.0,13.0,10,Économique,0,1,0,70000
Adjamé,,2.0,29.0,5,Économique,0,1,1,134000
Port-Bouët,60.0,2.0,6.0,9,Moyen,1,0,0,135000
Port-Bouët,121.0,5.0,11.0,11,Économique,0,1,0,179000
Riviera,34.0,1.0,23.0,9,Économique,1,1,0,143000
Abobo,,4.0,38.0,8,Moyen,1,1,0,140000
Yopougon,143.0,6.0,21.0,3,Moyen,1,1,1,270000
Yopougon,98.0,3.0,29.0,5,Haut standing,1,1,0,198000
Plateau,191.0,8.0,38.0,8,Moyen,0,0,1,1093000
Abobo,110.0,4.0,19.0,8,Moyen,1,0,1,167000
Marcory,104.0,4.0,25.0,5,Économique,0,1,0,280000
Riviera,33.0,1.0,4.0,4,Moyen,0,1,1,185000
Abobo,148.0,5.0,39.0,2,Moyen,0,0,0,148000
Abobo,56.0,1.0,5.0,4,Moyen,0,0,1,85000
Yopougon,52.0,3.0,33.0,2,Économique,0,1,1,56000
Cocody,100.0,3.0,4.0,4,Moyen,0,0,1,476000
Cocody,61.0,2.0,9.0,9,Haut standing,0,0,0,431000
Yopougon,81.0,4.0,27.0,9,Moyen,1,1,1,166000
Cocody,153.0,5.0,2.0,0,Moyen,0,0,0,820000
Abobo,180.0,6.0,12.0,5,Moyen,0,0,0,241000
Bingerville,66.0,4.0,1.0,6,Économique,0,0,0,152000
Bingerville,83.0,4.0,34.0,1,Moyen,0,0,0,163000
Adjamé,240.0,9.0,27.0,2,Haut standing,0,0,0,450000
Marcory,180.0,8.0,36.0,9,Économique,1,1,1,695000
Bingerville,137.0,5.0,22.0,8,Économique,0,1,1,383000
Bingerville,60.0,2.0,22.0,7,Moyen,0,0,1,179000
Marcory,67.0,3.0,,3,Économique,1,0,1,217000
Koumassi,136.0,4.0,38.0,10,Moyen,0,1,1,261000
Marcory,30.0,1.0,31.0,11,Économique,0,0,0,79000
Port-Bouët,149.0,7.0,1.0,7,Moyen,1,1,1,371000
Riviera,167.0,7.0,15.0,10,Moyen,0,0,1,840000
Cocody,77.0,4.0,15.0,7,Économique,0,1,0,354000
Bingerville,182.0,7.0,2.0,5,Économique,0,1,1,538000
Abobo,113.0,6.0,27.0,0,Économique,0,1,0,112000
Riviera,48.0,2.0,28.0,1,Économique,0,0,0,127000
Yopougon,95.0,4.0,19.0,3,Moyen,1,1,1,216000
Port-Bouët,64.0,3.0,35.0,3,Économique,0,0,0,79000
Cocody,101.0,5.0,32.0,1,Moyen,0,1,0,438000
Treichville,46.0,3.0,21.0,8,Moyen,0,0,1,130000
Cocody,189.0,8.0,7.0,1,Économique,1,0,1,1070000
Riviera,120.0,6.0,23.0,5,Économique,1,1,0,658000
Port-Bouët,,4.0,36.0,4,Économique,1,0,0,118000
Bingerville,103.0,3.0,19.0,3,Moyen,0,0,1,297000
Riviera,90.0,4.0,11.0,5,Économique,1,0,0,477000
Cocody,192.0,9.0,19.0,3,Économique,1,0,0,983000
Yopougon,89.0,5.0,19.0,8,Économique,0,1,0,128000
Cocody,100.0,5.0,3.0,10,Haut standing,1,0,1,763000
Marcory,42.0,3.0,29.0,9,Moyen,1,1,1,177000
Marcory,101.0,3.0,30.0,6,Haut standing,1,1,0,458000
Yopougon,111.0,5.0,21.0,2,Économique,1,0,1,191000
Marcory,52.0,3.0,14.0,11,Économique,1,0,1,244000
Cocody,128.0,4.0,37.0,9,Économique,1,0,1,529000
Plateau,28.0,1.0,36.0,3,Haut standing,0,1,1,154000
Plateau,83.0,3.0,27.0,0,Économique,1,1,1,375000
Riviera,41.0,1.0,10.0,5,Moyen,0,0,0,158000
Koumassi,93.0,,13.0,1,Économique,1,0,0,179000
Riviera,75.0,3.0,10.0,3,Moyen,1,1,1,566000
Yopougon,114.0,4.0,8.0,4,Économique,1,1,1,198000
Marcory,88.0,5.0,23.0,11,Moyen,1,1,1,386000
Port-Bouët,113.0,4.0,9.0,7,Haut standing,0,1,0,287000
Treichville,94.0,3.0,37.0,2,Économique,0,1,1,217000
Treichville,152.0,5.0,36.0,5,Moyen,0,1,1,388000
Marcory,142.0,5.0,31.0,0,Moyen,0,1,1,437000
Cocody,62.0,1.0,19.0,8,Moyen,0,1,0,238000
Marcory,147.0,7.0,13.0,11,Économique,0,1,1,578000
Yopougon,110.0,4.0,37.0,0,Économique,0,0,0,123000
Adjamé,159.0,5.0,,1,Moyen,0,0,1,382000
Cocody,53.0,3.0,23.0,0,Économique,0,1,1,173000
Marcory,46.0,1.0,31.0,7,Haut standing,1,0,0,169000
Port-Bouët,46.0,3.0,9.0,3,Moyen,0,1,1,120000
Plateau,182.0,7.0,15.0,1,Moyen,0,1,1,1231000
Treichville,161.0,,38.0,6,Économique,1,0,0,301000
Bingerville,142.0,7.0,31.0,7,Moyen,0,0,1,366000
Plateau,43.0,2.0,17.0,8,Moyen,0,0,0,216000
Cocody,143.0,6.0,,4,Moyen,0,0,1,562000
Yopougon,45.0,3.0,6.0,2,Économique,1,1,0,67000
Treichville,20.0,1.0,17.0,0,Haut standing,0,0,0,75000
Abobo,74.0,2.0,17.0,7,Économique,1,1,1,106000
Port-Bouët,84.0,3.0,2.0,5,Économique,0,0,0,146000
Cocody,171.0,6.0,0.0,4,Haut standing,0,1,0,970000
Abobo,53.0,2.0,32.0,6,Moyen,0,0,1,61000
Yopougon,249.0,10.0,6.0,4,Économique,0,1,1,402000
Plateau,101.0,5.0,9.0,10,Haut standing,1,0,1,1071000
Abobo,87.0,2.0,7.0,3,Économique,0,0,1,88000
Marcory,86.0,3.0,31.0,4,Économique,1,1,1,293000
Yopougon,46.0,1.0,22.0,11,Moyen,0,1,0,73000
Cocody,77.0,2.0,16.0,10,Économique,0,0,0,328000
Yopougon,105.0,5.0,13.0,6,Haut standing,0,0,0,208000
Treichville,144.0,5.0,,10,Moyen,1,1,0,518000
Port-Bouët,75.0,4.0,24.0,5,Économique,0,1,0,139000
Cocody,100.0,4.0,20.0,9,Haut standing,0,0,1,686000
Yopougon,133.0,4.0,5.0,9,Économique,0,0,0,205000
Yopougon,74.0,4.0,19.0,11,Moyen,0,0,1,133000
Koumassi,149.0,5.0,19.0,10,Haut standing,0,0,1,480000
Abobo,121.0,5.0,25.0,8,Haut standing,0,0,0,162000
Adjamé,137.0,4.0,31.0,9,Économique,1,0,0,261000
Koumassi,31.0,1.0,7.0,1,Économique,0,0,1,71000
Bingerville,79.0,4.0,28.0,6,Économique,1,0,1,265000
Treichville,65.0,3.0,16.0,0,Moyen,0,0,1,179000
Abobo,27.0,1.0,17.0,7,Moyen,0,0,0,31000
Port-Bouët,206.0,8.0,39.0,3,Économique,1,0,1,367000
Riviera,142.0,5.0,17.0,7,Économique,0,0,1,593000
Bingerville,38.0,3.0,10.0,7,Moyen,0,0,0,126000
Yopougon,174.0,6.0,11.0,3,Économique,0,0,0,246000
Marcory,89.0,3.0,14.0,3,Économique,1,1,1,397000
Yopougon,115.0,4.0,25.0,4,Haut standing,0,0,0,173000
Koumassi,66.0,3.0,2.0,6,Économique,1,1,1,182000
Yopougon,148.0,7.0,2.0,5,Moyen,0,0,1,256000
Yopougon,88.0,4.0,37.0,0,Économique,0,0,0,98000
Port-Bouët,118.0,4.0,34.0,5,Économique,0,1,1,231000
Yopougon,156.0,5.0,8.0,2,Moyen,1,0,0,241000
Bingerville,126.0,6.0,39.0,8,Moyen,1,0,0,341000
Yopougon,75.0,3.0,3.0,2,Moyen,0,0,1,117000
Treichville,88.0,3.0,19.0,8,Économique,0,0,1,200000
Yopougon,139.0,5.0,14.0,4,Moyen,0,0,0,160000
Koumassi,20.0,2.0,28.0,11,Moyen,0,1,0,51000
Cocody,80.0,2.0,4.0,9,Économique,0,0,0,386000
Marcory,92.0,4.0,38.0,7,Haut standing,1,1,0,413000
Riviera,107.0,4.0,39.0,8,Haut standing,0,0,1,562000
Plateau,66.0,2.0,6.0,8,Haut standing,1,0,1,669000
Abobo,87.0,2.0,7.0,6,Moyen,0,1,1,131000
Abobo,101.0,3.0,31.0,9,Économique,0,0,0,79000
Yopougon,100.0,5.0,35.0,0,Moyen,1,1,0,154000
Abobo,98.0,5.0,32.0,7,Moyen,0,0,0,112000
Marcory,76.0,3.0,36.0,6,Économique,0,0,0,166000
Abobo,103.0,4.0,31.0,3,Moyen,1,0,1,174000
Yopougon,169.0,6.0,35.0,5,Économique,0,0,0,188000
Adjamé,,3.0,33.0,9,Économique,0,1,0,135000
Plateau,102.0,3.0,24.0,1,Économique,0,0,0,438000
Abobo,87.0,4.0,31.0,3,Haut standing,0,0,0,120000
Plateau,165.0,8.0,,7,Moyen,0,0,0,1043000
Marcory,80.0,2.0,8.0,3,Économique,0,0,0,274000
Marcory,56.0,1.0,37.0,9,Moyen,0,1,0,169000
Plateau,128.0,5.0,28.0,3,Économique,0,0,0,478000
Port-Bouët,78.0,4.0,37.0,3,Moyen,1,1,0,171000
Marcory,125.0,4.0,17.0,11,Haut standing,0,0,0,478000
Riviera,71.0,4.0,21.0,9,Moyen,0,0,1,326000
Riviera,50.0,1.0,34.0,8,Moyen,0,1,0,213000
Abobo,89.0,3.0,14.0,10,Moyen,1,1,1,156000
Plateau,,2.0,6.0,1,Moyen,0,1,0,226000
Yopougon,106.0,4.0,12.0,6,Moyen,0,1,0,191000
Port-Bouët,136.0,5.0,35.0,2,Moyen,0,0,0,240000
Yopougon,214.0,8.0,15.0,11,Moyen,1,0,0,315000
Cocody,70.0,3.0,20.0,3,Haut standing,0,1,0,380000
Abobo,61.0,1.0,27.0,0,Moyen,0,0,0,45000
Port-Bouët,135.0,6.0,9.0,11,Moyen,0,1,0,201000
Port-Bouët,130.0,6.0,18.0,2,Moyen,0,1,1,308000
Plateau,134.0,4.0,16.0,1,Économique,1,1,0,600000
Adjamé,215.0,9.0,0.0,9,Économique,1,1,0,609000
Marcory,92.0,4.0,12.0,6,Moyen,0,1,1,335000
Marcory,237.0,10.0,35.0,5,Moyen,1,0,0,869000
Bingerville,76.0,2.0,19.0,0,Moyen,0,1,0,220000
Marcory,64.0,2.0,,10,Économique,1,0,0,160000
Marcory,61.0,1.0,5.0,11,Économique,0,1,0,196000
Cocody,59.0,3.0,22.0,7,Haut standing,0,1,0,373000
Bingerville,220.0,10.0,23.0,8,Économique,1,1,1,873000
Port-Bouët,160.0,6.0,4.0,0,Économique,1,1,1,478000
Abobo,210.0,7.0,31.0,4,Économique,1,1,0,244000
Koumassi,30.0,1.0,16.0,6,Moyen,1,0,0,75000
Plateau,44.0,1.0,10.0,1,Moyen,0,1,0,245000
Yopougon,78.0,2.0,26.0,5,Haut standing,0,0,0,125000
Yopougon,72.0,4.0,3.0,7,Économique,0,1,1,134000
Cocody,103.0,4.0,22.0,7,Haut standing,0,0,0,505000
Yopougon,93.0,5.0,22.0,9,Économique,0,1,0,151000
Riviera,52.0,2.0,33.0,9,Économique,0,0,0,157000
Cocody,68.0,2.0,20.0,7,Moyen,0,1,1,370000
Treichville,80.0,2.0,21.0,11,Économique,0,0,0,173000
Marcory,48.0,1.0,0.0,11,Économique,0,1,1,208000
Marcory,,2.0,31.0,5,Économique,0,0,1,228000
Riviera,49.0,1.0,27.0,5,Économique,0,1,0,158000
Yopougon,85.0,4.0,17.0,10,Haut standing,1,0,0,182000
Yopougon,56.0,2.0,6.0,2,Économique,0,1,0,98000
Koumassi,142.0,7.0,37.0,1,Haut standing,0,0,0,286000
Plateau,113.0,4.0,5.0,4,Haut standing,0,0,1,988000
Yopougon,111.0,4.0,13.0,8,Économique,1,1,1,154000
Yopougon,129.0,5.0,29.0,3,Moyen,0,1,0,193000
Abobo,115.0,4.0,13.0,4,Moyen,1,1,0,205000
Riviera,143.0,6.0,8.0,5,Moyen,0,1,1,826000
Koumassi,98.0,5.0,30.0,10,Haut standing,0,0,1,273000
Yopougon,128.0,6.0,1.0,5,Moyen,0,0,1,282000
Port-Bouët,109.0,5.0,17.0,3,Économique,1,0,0,251000
Plateau,109.0,5.0,4.0,3,Moyen,0,0,0,692000
Cocody,39.0,2.0,25.0,7,Haut standing,0,0,0,247000
Marcory,52.0,,22.0,4,Moyen,0,1,0,175000
Treichville,103.0,4.0,11.0,10,Haut standing,0,0,1,475000
Abobo,61.0,1.0,13.0,4,Moyen,1,0,0,77000
Abobo,88.0,5.0,12.0,8,Économique,0,1,1,147000
Riviera,69.0,2.0,34.0,3,Haut standing,0,0,1,337000
Yopougon,71.0,4.0,14.0,6,Haut standing,0,0,0,188000
Yopougon,93.0,3.0,34.0,4,Économique,0,0,1,116000
Cocody,79.0,2.0,18.0,8,Économique,0,1,0,362000
Cocody,172.0,6.0,14.0,11,Moyen,0,0,0,672000
Abobo,41.0,1.0,7.0,7,Moyen,0,1,1,72000
Yopougon,120.0,4.0,22.0,7,Économique,1,1,1,225000
Port-Bouët,132.0,5.0,12.0,9,Économique,0,0,1,292000
Plateau,178.0,7.0,22.0,9,Moyen,1,0,1,1068000
Cocody,94.0,5.0,30.0,2,Économique,1,1,1,467000
Yopougon,125.0,5.0,29.0,8,Économique,0,1,0,172000
Marcory,171.0,6.0,1.0,7,Moyen,0,0,1,698000
Cocody,,3.0,10.0,2,Haut standing,1,0,0,492000
Koumassi,56.0,2.0,24.0,9,Moyen,1,0,0,137000
Cocody,96.0,3.0,28.0,0,Moyen,0,0,1,382000
Abobo,81.0,3.0,21.0,4,Moyen,0,1,1,110000
Marcory,,4.0,18.0,3,Moyen,0,0,0,353000
Plateau,43.0,2.0,8.0,7,Économique,0,0,0,291000
Yopougon,166.0,6.0,37.0,5,Économique,1,1,1,264000
Port-Bouët,104.0,5.0,28.0,9,Économique,0,0,0,211000
Yopougon,,3.0,9.0,4,Haut standing,1,1,1,200000
Koumassi,91.0,5.0,21.0,8,Moyen,0,1,1,236000
Cocody,147.0,5.0,23.0,5,Moyen,0,0,1,649000
Koumassi,117.0,4.0,7.0,10,Haut standing,0,0,0,344000
Marcory,90.0,5.0,5.0,10,Haut standing,0,0,0,467000
Adjamé,82.0,2.0,6.0,10,Haut standing,1,1,0,227000
Abobo,84.0,2.0,19.0,10,Économique,0,1,1,110000
Riviera,124.0,4.0,16.0,2,Moyen,1,0,0,628000
Yopougon,79.0,2.0,35.0,5,Moyen,1,1,1,143000
Cocody,119.0,4.0,7.0,11,Moyen,0,1,1,839000
Cocody,57.0,1.0,12.0,10,Économique,0,0,0,266000
Port-Bouët,62.0,1.0,23.0,11,Moyen,1,0,1,179000
Abobo,90.0,3.0,30.0,3,Économique,0,1,0,92000
Koumassi,82.0,4.0,22.0,4,Moyen,1,0,0,223000
Marcory,64.0,3.0,16.0,5,Moyen,0,1,0,233000
Treichville,49.0,1.0,23.0,8,Économique,0,1,0,114000
Cocody,60.0,3.0,9.0,2,Économique,1,0,1,372000
Riviera,185.0,6.0,30.0,0,Moyen,1,1,1,847000
Adjamé,64.0,3.0,19.0,1,Moyen,1,0,0,140000
Riviera,25.0,1.0,15.0,7,Moyen,0,1,1,114000
Marcory,93.0,5.0,13.0,3,Moyen,1,0,1,509000
Abobo,64.0,4.0,2.0,6,Haut standing,0,1,0,150000
Adjamé,78.0,3.0,29.0,1,Économique,0,1,1,110000
Treichville,138.0,5.0,17.0,11,Moyen,1,0,0,507000
Port-Bouët,81.0,4.0,5.0,10,Moyen,0,0,1,238000
Riviera,76.0,3.0,19.0,9,Haut standing,0,1,1,509000
Bingerville,66.0,3.0,34.0,7,Économique,0,1,0,164000
Koumassi,,2.0,18.0,9,Économique,0,0,0,148000
Marcory,109.0,5.0,25.0,11,Économique,1,1,1,384000
Marcory,32.0,1.0,34.0,11,Haut standing,0,1,1,173000
Riviera,45.0,1.0,11.0,8,Moyen,1,0,0,182000
Cocody,111.0,3.0,7.0,6,Économique,1,1,0,496000
Koumassi,93.0,5.0,36.0,9,Économique,0,0,0,173000
Adjamé,,3.0,9.0,10,Économique,0,1,0,152000
Abobo,114.0,4.0,20.0,0,Moyen,0,0,0,155000
Riviera,74.0,2.0,28.0,1,Moyen,1,0,0,324000
Treichville,137.0,6.0,30.0,8,Moyen,0,0,0,295000
Treichville,67.0,2.0,39.0,9,Économique,1,1,0,158000
Cocody,57.0,2.0,6.0,6,Économique,0,0,1,309000
Yopougon,,10.0,33.0,10,Moyen,0,0,0,329000
Marcory,124.0,5.0,33.0,2,Économique,0,0,0,260000
Treichville,61.0,1.0,29.0,4,Haut standing,0,0,0,159000
Port-Bouët,75.0,2.0,3.0,0,Économique,1,0,1,159000
Riviera,67.0,2.0,29.0,9,Économique,1,1,0,289000
Plateau,37.0,1.0,24.0,2,Moyen,0,0,0,158000
Yopougon,77.0,2.0,13.0,10,Haut standing,0,1,1,192000
Riviera,97.0,3.0,23.0,3,Économique,0,0,1,341000
Cocody,168.0,6.0,30.0,3,Moyen,0,1,1,731000
Cocody,86.0,3.0,38.0,6,Moyen,0,0,0,348000
Plateau,71.0,2.0,27.0,4,Économique,0,1,0,260000
Abobo,178.0,8.0,24.0,8,Économique,0,0,0,173000
Plateau,160.0,6.0,18.0,6,Haut standing,0,0,0,1036000
Riviera,97.0,5.0,3.0,1,Économique,1,0,0,455000
Yopougon,92.0,3.0,33.0,10,Moyen,0,0,0,143000
Yopougon,109.0,4.0,31.0,10,Haut standing,0,0,0,162000
