client_id,age,anciennete_mois,conso_data_go,minutes_appel,nb_sms,facture_mensuelle,nb_reclamations,churn
3719,44,92,21.9,91,91,38400,3,0
3720,33,75,6.3,143,14,13500,3,0
3721,24,35,6.6,51,32,11500,2,0
3722,53,83,20.9,147,61,38400,1,0
3723,36,6,4.0,145,16,9000,1,0
3724,34,54,3.3,377,100,9800,1,0
3725,56,38,4.7,544,137,21200,1,0
3726,25,37,5.3,417,55,21700,0,0
3727,69,60,28.6,479,152,58400,0,0
3728,46,10,3.6,591,92,22400,5,1
3729,69,46,3.7,104,23,6900,1,0
3730,66,9,4.5,90,33,9100,2,1
3731,52,18,28.4,162,49,46000,6,1
3732,55,83,7.3,81,16,12100,0,0
3733,47,80,25.0,108,42,41400,1,0
3734,20,64,28.9,144,82,45900,1,0
3735,51,59,8.8,425,77,27100,0,0
3736,33,58,22.0,101,94,35500,1,0
3737,67,54,8.8,414,92,26100,1,0
3738,57,46,5.5,380,50,21200,2,0
3739,54,77,7.7,90,31,10400,2,0
3740,63,85,51.7,700,104,94600,0,0
3741,36,18,3.7,60,12,6200,1,0
3742,44,43,23.9,172,69,36500,2,0
3743,32,62,3.1,146,26,9400,2,0
3744,20,15,17.8,162,48,31500,1,0
3745,43,33,4.7,500,93,22500,0,0
3746,25,74,7.2,111,25,12900,1,0
3747,30,71,54.1,549,96,96800,0,0
3748,43,67,7.1,105,27,11400,1,0
3749,66,9,26.8,690,82,59000,2,1
3750,52,5,8.8,412,60,20500,4,1
3751,61,6,3.5,127,16,9100,3,1
3752,47,85,3.8,134,29,8800,4,1
3753,26,44,3.7,77,35,9600,1,0
3754,26,81,23.1,177,82,45700,1,0
3755,35,12,7.6,77,11,13900,1,0
3756,65,1,45.3,491,169,82800,1,0
3757,43,94,2.6,148,11,8400,0,0
3758,40,27,5.2,466,114,21400,3,1
3759,47,65,28.3,160,59,45300,2,0
3760,29,80,3.3,130,18,6900,3,0
3761,57,16,3.0,566,84,14900,3,1
3762,32,25,29.1,126,66,46300,1,0
3763,34,22,4.3,121,28,12700,3,1
3764,32,36,26.1,96,94,41300,1,0
3765,51,63,5.4,94,15,7900,2,0
3766,25,7,5.5,51,11,10700,3,1
3767,48,40,25.4,167,74,45400,2,0
3768,31,39,15.6,90,39,25900,2,0
3769,31,46,7.6,86,25,14000,2,0
3770,22,22,6.2,67,44,13900,0,0
3771,25,64,55.4,759,174,100400,1,1
3772,59,1,19.4,158,36,36900,4,1
3773,58,69,27.0,191,90,45000,2,0
3774,29,5,5.2,59,41,10000,0,0
3775,34,19,2.3,122,15,2400,1,0
3776,33,6,6.3,390,77,21500,3,1
3777,67,19,5.0,144,43,12900,1,1
3778,62,3,9.2,340,51,24200,0,0
3779,49,67,2.0,121,41,6600,3,1
3780,68,27,28.5,174,76,50500,2,0
3781,41,53,8.4,532,55,26500,5,1
3782,23,47,9.4,512,131,30000,5,0
3783,19,42,7.0,74,13,11700,0,0
3784,47,53,3.1,442,93,17100,0,0
3785,26,19,17.7,168,99,34900,1,0
3786,44,20,4.5,385,87,15600,0,0
3787,49,90,4.0,537,84,20400,2,0
3788,47,40,5.0,431,130,17100,1,0
3789,66,31,6.2,86,37,11900,0,0
3790,55,32,4.7,135,12,10000,0,0
3791,28,54,2.4,93,26,6100,0,0
3792,33,92,4.9,104,47,10200,0,0
3793,32,49,29.4,162,59,50100,0,0
3794,32,2,4.0,132,21,9100,2,0
3795,29,20,5.9,57,12,12100,2,1
3796,45,36,16.3,127,34,27800,3,1
3797,52,33,4.6,75,41,7700,1,0
3798,18,69,4.6,76,41,11200,0,0
3799,62,42,4.7,344,82,17100,1,0
3800,19,36,25.9,180,91,44200,3,1
3801,69,46,7.4,75,10,9100,0,0
3802,31,93,5.6,71,35,9600,0,0
3803,47,37,15.8,144,93,28500,0,0
3804,18,7,2.7,143,24,8500,1,1
3805,23,57,20.8,84,83,29400,4,1
3806,68,33,4.1,364,87,12900,1,0
3807,42,21,2.8,131,35,10900,0,0
3808,30,12,20.5,126,57,33700,2,0
3809,33,80,30.5,751,143,67600,0,0
3810,43,81,4.3,344,65,15800,0,0
3811,22,95,27.6,104,100,43500,3,0
3812,28,5,2.1,131,19,4000,3,1
3813,57,67,53.0,522,103,93300,1,0
3814,63,38,54.1,415,129,94400,0,0
3815,54,71,3.5,385,113,16200,2,0
3816,37,11,5.2,131,44,8000,2,1
3817,67,10,31.9,192,82,51800,0,0
3818,51,38,8.0,437,107,23400,0,0
3819,23,14,34.7,112,75,55900,2,0
3820,58,88,51.4,731,171,99100,0,0
3821,44,19,16.1,154,89,33100,1,0
3822,58,20,6.1,122,38,9300,1,0
3823,29,27,4.8,133,15,12700,2,0
3824,40,74,43.8,776,169,88000,0,0
3825,53,76,48.0,473,114,87200,0,0
3826,37,86,57.2,775,153,106600,0,0
3827,28,2,5.6,113,40,6900,3,1
3828,46,25,5.5,141,49,11000,1,0
3829,30,25,4.8,367,101,20600,4,1
3830,24,70,7.2,60,16,12800,1,0
3831,60,61,31.9,477,193,58700,0,0
3832,38,94,28.2,195,59,49900,4,1
3833,40,57,3.5,471,104,19200,1,0
3834,38,67,6.9,518,55,21500,1,0
3835,39,85,20.5,92,79,32800,3,1
3836,49,15,44.9,436,135,78600,0,1
3837,34,81,6.7,90,41,12200,2,0
3838,25,33,17.1,85,45,26600,3,0
3839,23,23,16.8,127,87,26000,1,0
3840,18,14,4.7,349,99,17300,3,0
3841,56,7,5.6,436,56,22100,2,1
3842,48,90,16.6,133,61,28300,2,0
3843,27,15,4.4,113,22,11200,2,0
3844,68,75,6.6,95,24,9200,3,1
3845,19,8,4.0,146,31,6300,1,0
3846,45,59,20.7,128,56,33800,2,0
3847,24,2,7.2,117,27,14600,2,0
3848,32,13,15.8,135,58,27500,5,1
3849,34,23,55.5,459,109,99100,0,0
3850,49,50,5.0,596,54,24100,1,0
3851,19,36,33.1,110,44,51600,2,0
3852,54,94,38.1,734,133,77900,1,1
3853,28,75,37.6,612,88,73200,1,0
3854,43,5,8.1,306,81,21700,2,0
3855,61,1,2.9,92,32,10000,2,0
3856,19,59,53.9,449,125,93200,2,1
3857,51,46,8.1,372,54,23000,3,0
3858,20,63,8.3,475,81,28000,0,0
3859,65,74,18.1,160,65,32500,3,1
3860,49,53,5.8,116,24,13400,1,0
3861,63,21,4.4,143,45,11600,1,0
3862,37,63,15.5,153,57,28800,3,1
3863,54,25,15.9,92,81,24700,2,1
3864,35,94,24.0,166,71,38100,0,0
3865,25,57,9.3,487,117,22800,2,0
3866,20,50,6.4,138,24,12700,1,0
3867,39,21,2.7,69,24,4800,0,0
3868,40,47,6.0,93,40,10900,2,1
3869,18,2,8.5,545,58,26900,0,0
3870,37,79,2.2,86,21,6900,0,0
3871,26,39,3.0,53,42,5400,2,0
3872,38,84,4.3,146,14,10500,1,0
3873,19,23,6.6,79,25,9400,0,0
3874,45,77,31.7,747,193,66300,0,0
3875,41,45,20.5,134,71,37500,2,1
3876,43,56,26.4,723,112,59800,0,0
3877,37,58,18.8,83,98,29300,4,1
3878,69,56,29.1,541,196,60500,0,0
3879,19,14,4.0,108,41,6900,0,0
3880,40,49,31.3,106,39,49200,0,0
3881,45,60,3.2,93,49,5500,0,0
3882,40,55,6.5,569,136,24100,1,1
3883,20,60,7.6,96,21,14700,1,0
3884,45,87,16.1,148,72,28300,1,0
3885,47,89,4.6,66,29,7800,0,0
3886,50,37,7.4,135,19,14600,1,0
3887,64,15,51.7,457,190,91600,0,0
3888,52,63,8.4,578,77,29400,1,0
3889,20,13,9.8,301,117,22700,1,0
3890,22,51,41.5,717,110,83200,0,0
3891,61,48,39.0,647,110,75000,2,1
3892,36,14,3.4,144,33,9000,1,0
3893,18,55,5.5,148,14,11600,0,0
3894,59,15,21.9,167,41,36800,0,0
3895,19,50,51.7,792,187,98900,0,0
3896,55,57,5.7,137,10,10700,0,0
3897,40,94,10.0,348,99,25600,0,0
3898,41,92,6.3,123,35,12200,1,0
3899,43,14,5.8,136,43,10900,3,0
3900,56,52,5.7,120,37,13700,1,0
3901,27,84,19.0,81,40,32300,3,0
3902,59,62,41.3,504,130,77700,0,0
3903,19,73,48.5,500,93,88000,1,0
3904,32,15,4.8,98,29,9100,1,0
3905,60,64,53.0,558,168,95200,0,0
3906,30,48,5.9,84,14,11900,0,0
3907,60,6,8.0,143,42,17600,0,0
3908,26,84,31.2,198,45,52600,2,0
3909,58,11,6.5,145,42,13000,1,0
3910,59,59,53.5,509,174,93200,2,1
3911,30,92,2.9,144,35,11000,0,0
3912,49,66,39.1,414,81,71900,1,0
3913,19,18,3.6,70,35,9200,3,0
3914,69,10,8.2,449,111,20100,3,1
3915,67,73,5.5,100,29,12300,1,0
3916,35,47,50.5,401,198,87100,0,0
3917,65,54,6.7,499,62,22100,6,1
3918,65,2,33.9,106,99,50300,2,1
3919,21,25,5.8,473,128,19300,3,1
3920,24,15,5.1,347,120,19900,0,0
3921,57,59,34.8,568,152,69300,1,0
3922,48,49,7.7,479,80,26500,2,0
3923,24,17,48.4,734,84,90900,3,1
3924,38,15,22.4,135,41,39200,2,1
3925,44,25,6.5,332,131,21500,0,0
3926,36,69,21.3,96,37,36700,4,1
3927,53,65,49.1,404,194,84100,1,0
3928,30,95,5.2,128,34,10200,2,0
3929,48,87,7.5,328,103,20600,1,0
3930,44,54,7.0,99,31,13900,1,0
3931,68,90,6.3,367,122,16600,2,0
3932,28,86,3.5,96,10,9300,0,0
3933,69,94,5.3,62,21,8200,0,0
3934,55,41,4.8,346,53,15800,2,0
3935,43,58,28.0,151,42,47800,2,0
3936,56,53,5.1,309,58,17200,4,1
3937,52,25,4.7,401,114,22100,2,0
3938,45,63,7.0,59,21,12700,0,0
3939,19,93,8.1,517,79,25700,1,0
3940,23,48,7.5,54,39,9200,5,1
3941,18,10,27.6,149,88,43500,1,1
3942,22,1,34.6,126,70,57000,4,1
3943,19,44,26.1,148,91,45300,3,1
3944,26,88,7.6,54,34,14800,1,0
3945,28,94,7.1,67,34,12800,1,0
3946,49,36,4.4,343,69,13100,3,0
3947,26,1,8.4,576,55,23100,1,0
3948,22,64,4.1,137,39,8300,1,0
3949,23,65,5.5,563,82,22200,0,0
3950,50,25,5.4,128,10,12500,0,0
3951,55,69,5.3,337,121,20100,3,1
3952,33,91,2.2,86,26,8200,2,0
3953,48,69,16.3,183,59,26900,2,0
3954,28,41,4.4,314,77,12500,0,0
3955,37,63,34.4,89,51,51600,1,0
3956,50,24,24.2,107,55,40000,4,1
3957,44,8,3.6,85,34,8700,1,0
3958,20,69,9.6,481,117,27200,1,0
3959,46,12,5.9,149,14,13100,3,1
3960,61,87,7.4,473,150,26200,2,1
3961,63,47,5.4,73,42,10500,5,1
3962,38,5,37.0,667,193,76500,0,1
3963,24,33,45.5,725,84,89200,0,1
3964,65,50,4.1,67,29,8000,1,0
3965,35,86,32.0,82,39,51700,3,0
3966,46,36,2.5,107,23,4700,0,0
3967,68,10,15.8,82,84,27400,5,1
3968,52,72,27.3,752,179,60300,1,0
3969,52,88,17.9,155,73,34500,0,0
3970,55,82,6.3,144,44,15400,0,0
3971,18,42,31.3,500,87,54300,0,0
3972,46,24,18.6,97,35,32000,3,1
3973,67,12,2.3,99,13,7400,0,0
3974,57,7,35.0,98,38,56500,4,1
3975,47,14,4.2,103,19,5100,0,0
3976,53,30,52.9,669,145,99800,0,0
3977,19,54,31.8,110,76,52400,2,0
3978,24,86,18.8,183,86,32200,2,0
3979,51,32,6.0,431,115,23000,1,1
3980,39,44,29.6,112,70,49000,0,0
3981,49,9,2.6,61,26,7700,0,0
3982,35,5,6.0,112,29,9900,4,1
3983,21,9,3.7,98,10,5500,2,1
3984,33,24,7.8,344,115,21800,2,1
3985,52,49,8.8,592,135,27400,3,0
3986,29,48,31.4,187,63,52600,3,1
3987,18,52,7.0,138,44,11500,0,0
3988,65,55,4.4,136,41,6800,4,1
3989,42,3,5.0,69,43,9900,0,0
3990,59,73,8.0,521,70,22200,4,0
3991,61,44,8.3,430,118,25600,6,1
3992,56,19,33.2,165,64,54000,6,1
3993,27,92,7.7,350,82,21500,0,0
3994,24,52,30.0,133,67,48800,1,0
3995,46,72,3.8,84,26,10500,2,0
3996,40,60,7.8,107,19,17600,1,0
3997,52,68,5.5,551,129,22800,4,1
3998,23,86,28.1,459,143,56100,2,0
3999,69,66,52.3,719,118,100800,0,0
4000,36,3,2.1,131,41,8600,0,0
4001,65,57,8.3,497,144,25200,3,1
4002,44,43,6.5,356,119,20900,2,0
4003,26,59,5.6,404,63,18900,2,0
4004,28,95,6.9,441,60,20200,0,0
4005,33,47,58.5,613,144,104200,1,0
4006,58,32,6.9,117,29,12500,2,0
4007,33,90,8.6,541,127,26400,3,1
4008,50,21,22.6,163,51,41900,1,0
4009,21,21,5.5,401,59,18300,3,0
4010,48,19,45.9,793,91,88700,0,0
4011,25,14,52.1,421,122,92200,1,1
4012,37,51,6.4,430,105,20000,2,0
4013,53,82,35.1,735,179,73300,1,0
4014,59,35,2.8,117,14,7300,0,0
4015,61,2,2.7,150,34,6600,2,0
4016,26,21,25.8,175,73,44600,0,0
4017,43,27,7.0,403,116,25700,4,1
4018,47,4,9.1,499,101,23500,3,1
4019,69,85,3.5,398,132,14800,2,0
4020,62,48,5.8,110,38,7100,1,0
4021,68,81,9.6,358,148,24300,2,0
4022,37,4,17.5,175,84,27000,2,1
4023,39,87,4.3,149,25,8400,0,0
4024,25,9,32.1,118,71,51900,2,0
4025,41,5,5.9,536,109,28900,0,0
4026,66,6,2.5,124,44,9600,2,1
4027,55,71,38.2,732,108,77800,0,0
4028,62,12,3.3,119,32,9700,2,0
4029,36,75,8.0,110,35,13100,1,0
4030,61,60,26.8,189,85,46800,7,1
4031,18,87,6.2,448,104,23300,2,0
4032,55,66,7.3,540,55,22800,1,0
4033,57,92,42.8,672,183,85300,1,0
4034,25,80,2.5,58,47,3600,1,0
4035,54,30,8.0,101,35,15800,1,0
4036,50,28,6.0,56,38,9500,0,0
4037,52,35,7.5,123,44,10600,2,0
4038,25,38,16.2,140,40,24800,6,1
4039,49,48,55.4,570,114,100200,0,0
4040,29,57,8.5,482,60,25600,2,1
4041,65,66,3.5,125,29,10400,0,0
4042,69,45,43.8,503,146,78800,0,0
4043,45,35,22.1,164,31,37000,1,0
4044,57,33,4.8,104,19,6000,1,0
4045,60,82,7.8,57,46,13200,2,0
4046,67,17,19.8,186,70,32600,2,0
4047,64,57,6.3,146,24,13200,3,0
4048,27,47,7.2,120,38,14600,2,0
4049,29,46,20.7,136,72,34300,3,0
4050,57,37,27.3,186,86,50000,1,0
4051,18,70,59.7,592,161,106100,2,1
4052,50,69,6.6,104,30,11300,5,1
4053,46,15,51.5,711,149,97800,0,0
4054,37,35,15.7,154,76,28200,5,1
4055,36,8,5.0,75,40,8200,0,0
4056,42,62,3.9,130,13,7500,2,0
4057,23,3,20.7,161,44,35600,4,1
4058,55,6,21.4,112,79,32500,2,0
4059,38,28,20.8,114,48,33200,1,0
4060,27,46,5.7,594,70,24500,2,0
4061,69,33,5.2,142,26,14600,1,0
4062,57,87,3.7,67,34,9000,0,0
4063,32,92,28.3,550,111,58900,0,0
4064,65,46,9.2,307,103,17800,0,0
4065,66,87,7.4,91,23,15800,5,1
4066,50,59,28.1,196,59,47700,2,0
4067,40,64,7.4,481,121,23200,4,0
4068,51,45,7.8,112,24,14900,0,0
4069,62,24,3.3,110,47,4300,2,1
4070,22,76,7.2,75,12,14900,2,0
4071,69,28,3.0,70,44,6100,2,0
4072,36,56,16.3,139,79,25400,2,0
4073,35,2,2.4,124,11,3600,1,0
4074,34,85,29.7,191,58,47700,4,1
4075,43,60,29.2,94,92,47600,1,0
4076,23,40,15.8,181,72,23600,1,0
4077,45,17,43.3,443,158,81800,1,1
4078,56,27,4.2,134,20,7600,2,1
4079,35,86,5.6,119,42,13300,1,0
4080,61,29,7.3,339,101,17100,2,0
4081,25,54,32.8,180,64,54900,2,1
4082,64,60,3.3,57,50,7200,3,1
4083,28,41,6.5,88,49,13200,1,0
4084,48,2,5.2,123,38,13200,0,0
4085,28,60,39.2,533,86,73800,0,0
4086,64,32,29.1,105,43,41400,1,0
4087,36,42,20.8,193,38,37400,2,0
4088,26,20,18.0,96,63,28400,1,0
4089,24,37,8.2,523,68,24200,1,0
4090,66,71,23.1,148,76,40400,1,0
4091,60,17,23.5,185,88,45100,1,0
4092,27,50,5.6,318,124,20000,2,0
4093,25,11,4.3,71,13,6100,1,1
4094,60,38,3.5,77,45,7300,1,0
4095,23,23,32.0,404,182,60400,0,0
4096,35,10,48.4,730,143,89600,0,0
4097,67,47,29.0,112,38,49500,4,1
4098,19,17,7.2,358,69,21800,4,0
4099,27,27,3.4,577,136,22700,1,1
4100,50,95,34.4,91,39,54000,2,0
4101,51,80,7.1,108,28,11600,0,0
4102,31,8,5.3,116,20,11700,2,0
4103,30,71,56.5,591,160,102500,0,0
4104,60,46,33.3,560,142,60900,0,0
4105,68,36,32.1,100,73,51700,0,0
4106,24,1,39.4,405,112,69100,0,0
4107,63,23,30.1,90,33,52300,1,1
4108,30,83,34.9,143,49,57000,5,0
4109,27,2,7.3,58,43,9300,1,0
4110,24,55,28.9,174,44,48700,2,0
4111,33,83,29.8,196,62,50400,0,0
4112,21,13,49.8,761,159,96300,0,1
4113,51,71,46.3,475,126,82900,0,0
4114,33,55,3.8,353,111,16600,2,0
4115,30,13,20.9,172,84,33300,3,0
4116,52,15,17.5,146,39,30400,2,1
4117,41,68,58.4,602,119,106400,0,0
4118,65,41,8.4,435,75,24800,2,0
4119,51,8,9.7,467,107,26600,2,0
4120,36,68,5.0,125,29,10600,2,0
4121,45,70,25.3,782,158,58300,0,0
4122,22,39,4.7,93,48,11100,2,0
4123,56,57,27.1,165,49,49300,2,0
4124,40,5,6.8,121,33,13600,3,1
4125,69,79,43.6,492,149,80000,0,0
4126,63,90,36.8,645,196,71600,1,0
4127,69,36,32.1,180,58,53700,3,0
4128,62,30,4.8,496,149,22000,1,0
4129,52,2,49.5,557,93,86700,0,1
4130,24,56,45.7,582,85,81700,0,0
4131,65,24,7.3,134,18,13100,1,0
4132,56,13,4.1,112,14,7500,2,0
4133,65,61,2.4,115,21,5800,0,0
4134,23,17,22.9,112,37,37200,0,0
4135,34,88,6.8,54,28,12400,2,0
4136,41,91,8.0,73,19,17300,2,0
4137,44,75,5.3,91,24,11800,0,0
4138,27,17,33.0,446,101,61700,0,0
4139,38,57,6.2,375,106,19100,2,0
4140,45,69,6.8,116,21,15200,0,0
4141,59,27,25.7,102,43,41900,1,0
4142,43,34,9.1,538,122,28000,7,1
4143,22,74,4.6,92,34,6600,3,0
4144,40,47,33.3,173,53,55900,5,1
4145,26,31,3.1,126,11,9200,1,0
4146,20,92,48.8,402,93,85200,1,0
4147,53,43,28.5,193,85,48800,3,0
4148,58,4,5.4,119,43,8800,1,0
4149,47,83,3.1,424,114,16700,5,0
4150,61,93,3.7,55,47,6600,2,0
4151,41,6,4.1,133,43,9700,2,0
4152,67,3,53.6,561,128,93500,2,1
4153,45,29,43.4,498,151,78600,0,1
4154,54,41,3.7,65,27,10300,2,0
4155,43,60,3.0,81,10,5200,1,0
4156,18,72,28.1,445,130,54500,2,0
4157,38,50,24.3,118,65,40400,0,0
4158,54,54,3.9,576,69,21600,1,0
4159,57,23,4.4,61,36,6200,1,0
4160,40,91,5.3,78,11,9200,0,0
4161,59,77,3.5,140,31,8900,0,0
4162,39,34,16.6,123,34,24000,1,0
4163,53,53,7.9,554,112,28700,2,0
4164,51,25,55.2,548,159,100900,0,0
4165,62,21,5.4,99,11,11000,0,0
4166,33,34,29.6,157,57,50000,2,0
4167,43,60,5.4,416,125,21700,2,0
4168,18,31,6.9,486,87,25600,1,1
4169,18,21,3.1,566,97,22400,0,0
4170,52,10,6.7,396,66,17700,1,0
4171,62,64,32.6,99,63,49500,2,1
4172,19,45,6.4,510,96,20600,1,0
4173,19,23,23.7,148,43,39700,3,0
4174,26,48,6.3,456,134,23100,2,1
4175,38,75,24.7,96,39,40600,4,1
4176,36,58,6.3,64,14,11100,0,0
4177,18,11,8.5,414,51,23700,0,0
4178,45,59,4.6,149,27,8900,2,1
4179,66,59,27.2,80,56,43100,2,1
4180,55,70,9.3,427,114,25300,2,0
4181,40,6,9.1,311,99,24100,0,0
4182,47,76,15.5,116,70,26300,1,0
4183,59,23,56.0,494,173,92700,0,0
4184,68,75,6.0,118,43,10200,3,0
4185,60,68,32.8,110,63,53000,2,0
4186,54,9,9.4,365,113,19800,1,0
4187,31,59,25.7,424,192,46800,2,0
4188,57,39,6.9,136,14,16100,1,0
4189,26,21,5.4,124,12,10900,1,0
4190,42,47,3.7,461,99,18200,2,0
4191,58,40,6.8,485,127,22700,0,0
4192,45,56,28.0,146,86,44900,1,0
4193,63,9,48.5,760,133,93800,0,0
4194,46,72,43.5,410,135,78200,0,0
4195,27,26,29.8,85,82,46800,2,1
4196,63,78,25.8,174,98,40900,1,0
4197,66,74,21.7,188,37,38200,2,0
4198,42,36,34.0,166,98,57500,0,0
4199,43,91,30.7,142,85,47900,2,1
4200,24,37,7.2,125,18,16900,1,0
4201,18,84,7.2,482,84,24800,2,0
4202,35,74,23.8,156,57,43600,0,0
4203,52,29,47.0,555,94,84400,0,0
4204,30,50,6.7,334,82,16900,2,0
4205,27,31,21.4,90,67,35600,1,0
4206,39,91,2.6,75,47,8700,1,0
4207,59,49,4.8,60,14,7900,0,0
4208,42,1,2.9,117,26,6000,4,1
4209,40,59,7.5,361,114,20900,0,0
4210,18,8,25.9,91,37,40900,3,1
4211,22,41,4.6,484,129,18900,2,1
4212,69,68,2.6,124,37,4700,0,0
4213,43,23,7.7,523,137,28500,3,0
4214,55,56,53.3,694,156,96300,0,0
4215,64,1,3.5,124,31,5500,2,0
4216,36,83,2.8,55,22,2000,1,0
4217,36,84,52.3,677,94,97300,0,0
4218,28,24,22.4,112,53,34500,4,1
4219,26,78,3.7,71,47,8000,1,0
4220,22,77,3.6,582,131,20300,1,0
4221,33,43,38.1,800,195,77900,0,0
4222,69,12,52.9,676,99,97800,1,1
4223,19,40,2.3,118,31,7400,0,0
4224,34,78,30.1,132,84,51100,4,1
4225,46,29,3.9,144,40,15400,1,0
4226,53,87,28.0,180,54,48000,2,0
4227,32,84,8.3,489,63,27000,4,0
4228,51,54,4.4,84,26,10200,2,0
4229,35,30,19.1,196,86,36100,4,1
4230,50,14,8.1,350,134,20600,1,0
4231,55,69,3.7,103,38,11000,1,0
4232,68,6,7.9,58,23,15000,0,0
4233,48,14,21.7,105,71,33000,0,0
4234,65,40,38.5,416,159,70900,1,0
4235,45,84,5.0,373,125,16800,4,1
4236,21,1,9.5,507,88,27900,1,0
4237,43,18,4.7,135,32,10600,1,0
4238,20,43,59.4,503,179,103600,0,0
4239,26,49,5.1,91,24,14100,3,0
4240,49,69,6.8,431,126,22500,3,0
4241,30,15,5.3,125,38,12800,1,1
4242,45,16,32.7,412,85,62200,1,0
4243,46,50,5.5,63,25,8300,1,0
4244,41,77,3.0,135,49,6600,0,0
4245,59,92,55.2,421,91,91500,0,0
4246,66,83,3.1,50,25,6600,2,0
4247,39,79,21.5,184,70,38300,4,0
4248,19,75,24.5,158,56,36500,0,0
4249,20,91,21.1,150,65,35200,2,0
4250,60,64,7.0,526,75,24500,1,0
4251,33,60,20.5,89,54,33800,6,1
4252,66,50,19.3,87,87,29300,2,0
4253,45,47,4.1,553,112,19600,3,0
4254,28,20,5.4,110,32,12200,0,0
4255,64,79,9.3,351,124,24700,3,0
4256,64,35,7.2,61,36,12600,0,0
4257,20,58,8.7,583,122,27600,3,0
4258,44,68,17.3,150,78,31700,7,1
4259,64,46,3.4,594,140,23100,3,1
4260,42,55,6.6,59,28,10300,1,0
4261,53,83,40.6,600,113,77200,1,0
4262,24,18,48.4,565,138,87500,0,0
4263,39,26,56.5,500,147,99500,0,0
4264,27,74,7.7,385,119,25700,1,0
4265,56,78,4.3,315,143,16500,3,0
4266,30,27,2.0,120,44,7700,0,0
4267,31,16,33.4,173,33,58000,1,0
4268,57,67,3.5,57,49,10300,0,0
4269,43,90,3.9,108,18,9000,2,0
4270,28,21,8.6,475,137,26200,5,1
4271,23,33,42.3,693,191,80900,1,0
4272,47,71,40.1,782,182,80100,0,0
4273,18,60,32.7,156,41,52300,1,0
4274,65,36,6.4,106,48,15500,2,0
4275,29,91,3.6,384,93,16900,2,0
4276,22,8,2.0,101,30,4100,2,0
4277,22,53,8.6,488,119,28700,2,0
4278,30,50,47.1,482,109,85700,2,0
4279,23,13,3.3,527,62,19900,1,1
4280,56,88,45.8,417,183,85600,1,0
4281,22,74,2.4,126,19,9000,2,0
4282,50,15,30.3,769,104,65900,0,1
4283,68,25,3.8,81,22,7200,4,1
4284,38,90,21.7,139,98,35300,1,0
4285,53,74,36.2,730,103,73500,0,0
4286,67,41,31.3,178,60,49000,0,0
4287,26,59,8.0,392,114,27500,2,0
4288,45,79,4.3,139,20,10500,2,0
4289,20,3,5.9,142,31,16200,4,1
4290,62,37,34.6,746,172,69200,1,1
4291,63,95,55.5,738,87,104200,0,0
4292,31,48,4.0,370,147,16600,2,0
4293,41,1,21.6,137,33,36300,0,1
4294,40,2,3.0,82,30,2000,3,0
4295,67,82,6.7,130,47,13900,4,0
4296,68,60,30.2,571,176,61700,2,0
4297,40,83,55.3,646,162,101100,0,0
4298,42,67,4.2,110,30,9700,0,0
4299,53,32,8.4,313,142,21000,1,0
4300,54,26,33.6,132,62,56000,0,1
4301,21,56,21.9,189,84,40700,2,0
4302,59,23,15.1,154,55,28800,0,0
4303,68,54,32.1,131,95,51800,1,0
4304,30,71,7.3,99,39,13000,1,0
4305,18,36,6.1,66,45,8900,2,0
4306,25,68,4.7,132,46,11200,2,0
4307,40,43,20.8,129,37,36800,0,0
4308,40,46,24.1,118,67,39300,1,0
4309,41,27,34.7,435,160,63800,1,1
4310,25,3,34.5,775,107,71500,1,1
4311,27,6,8.2,323,116,23400,0,0
4312,30,57,34.2,118,92,52600,3,0
4313,24,16,19.0,151,76,30900,2,0
4314,40,93,26.3,82,39,42500,1,0
4315,40,95,21.5,161,74,34600,3,1
4316,20,59,50.5,477,171,87700,0,0
4317,51,10,4.4,370,99,18100,1,0
4318,23,66,9.4,428,68,28700,2,0
4319,53,10,31.4,185,97,53400,4,1
4320,47,27,22.0,182,95,36900,0,0
4321,37,28,34.1,116,96,54100,1,1
4322,69,27,8.7,379,86,24800,3,1
4323,36,6,6.8,470,68,24700,1,1
4324,20,3,6.2,575,116,27900,2,0
4325,56,93,22.0,143,44,35500,3,1
4326,27,31,4.6,52,25,9000,1,0
4327,60,39,6.2,310,82,18900,0,0
4328,69,16,8.4,383,53,21300,2,0
4329,50,89,44.9,489,171,81900,1,0
4330,55,43,21.2,97,43,35000,5,1
4331,46,62,2.3,115,28,3200,2,0
4332,69,48,4.1,580,54,21900,2,0
4333,39,13,5.6,52,26,8300,1,1
4334,37,37,5.6,85,13,8800,2,0
4335,46,80,4.4,561,107,21200,0,0
4336,62,15,7.8,384,74,25000,3,1
4337,24,47,7.0,144,46,16100,2,0
4338,23,81,3.7,87,21,9500,0,0
4339,31,66,20.0,151,37,35700,4,1
4340,19,67,9.3,412,102,26700,5,1
4341,53,83,38.1,468,163,68400,1,0
4342,57,68,5.9,87,37,12300,4,0
4343,27,75,4.4,125,42,12700,1,0
4344,33,62,7.6,494,136,27500,1,0
4345,67,26,6.0,533,63,19900,5,1
4346,60,91,2.2,142,41,5400,1,0
4347,47,86,6.4,117,38,13500,1,0
4348,26,6,6.0,128,10,11800,1,1
4349,62,67,4.3,55,44,10400,0,0
4350,69,9,21.3,115,51,33200,1,0
4351,37,89,4.5,94,24,7300,5,0
